Datetime,adj close,close,high,low,open,volume,day,session,day_high,day_low,pdh,pdl,asia_high,asia_low,orb_high,orb_low,orb_start,orb_end
2025-07-25 04:55:00+00:00,6411.25,6411.25,6411.75,6410.5,6411.75,435,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:00:00+00:00,6412.5,6412.5,6413.0,6411.25,6411.5,304,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:05:00+00:00,6412.5,6412.5,6412.75,6412.0,6412.5,269,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:10:00+00:00,6413.0,6413.0,6413.5,6412.75,6412.75,246,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:15:00+00:00,6413.0,6413.0,6413.5,6412.75,6413.0,219,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:20:00+00:00,6413.0,6413.0,6413.5,6412.5,6413.25,186,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:25:00+00:00,6413.0,6413.0,6413.75,6412.75,6413.0,262,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:30:00+00:00,6412.25,6412.25,6413.25,6412.0,6413.0,280,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:35:00+00:00,6412.25,6412.25,6412.75,6412.0,6412.0,134,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:40:00+00:00,6412.25,6412.25,6412.5,6411.5,6412.5,150,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:45:00+00:00,6412.75,6412.75,6412.75,6412.25,6412.25,112,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:50:00+00:00,6412.25,6412.25,6412.5,6412.0,6412.5,220,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 05:55:00+00:00,6412.75,6412.75,6412.75,6412.0,6412.25,221,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:00:00+00:00,6414.0,6414.0,6414.25,6412.25,6412.5,394,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:05:00+00:00,6414.25,6414.25,6414.25,6413.25,6413.75,245,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:10:00+00:00,6414.0,6414.0,6414.5,6413.25,6414.25,267,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:15:00+00:00,6414.25,6414.25,6414.5,6413.5,6414.0,175,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:20:00+00:00,6413.0,6413.0,6414.25,6412.5,6414.0,524,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:25:00+00:00,6413.25,6413.25,6413.5,6412.5,6413.0,321,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:30:00+00:00,6413.75,6413.75,6414.25,6413.25,6413.5,325,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:35:00+00:00,6411.75,6411.75,6413.75,6411.5,6413.75,430,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:40:00+00:00,6411.5,6411.5,6412.25,6410.75,6412.0,379,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:45:00+00:00,6410.75,6410.75,6412.0,6410.75,6411.5,436,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:50:00+00:00,6409.75,6409.75,6411.0,6409.25,6411.0,565,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 06:55:00+00:00,6408.75,6408.75,6409.75,6408.25,6409.5,455,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:00:00+00:00,6406.75,6406.75,6409.25,6405.75,6409.0,1400,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:05:00+00:00,6407.75,6407.75,6409.75,6406.75,6406.75,1442,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:10:00+00:00,6406.0,6406.0,6408.25,6405.5,6408.0,1052,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:15:00+00:00,6406.25,6406.25,6408.0,6405.25,6406.25,1204,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:20:00+00:00,6405.25,6405.25,6407.75,6404.75,6406.5,967,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:25:00+00:00,6404.5,6404.5,6406.75,6404.25,6405.0,695,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:30:00+00:00,6404.25,6404.25,6405.5,6403.25,6404.25,1031,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:35:00+00:00,6405.0,6405.0,6407.25,6404.25,6404.25,1325,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:40:00+00:00,6404.75,6404.75,6406.0,6403.5,6404.75,626,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:45:00+00:00,6404.5,6404.5,6405.0,6402.75,6404.5,795,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:50:00+00:00,6402.75,6402.75,6404.5,6402.75,6404.5,850,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 07:55:00+00:00,6404.0,6404.0,6404.25,6403.0,6403.0,630,2025-07-25,ASIA,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:00:00+00:00,6404.25,6404.25,6406.5,6403.5,6405.0,1286,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:05:00+00:00,6406.5,6406.5,6406.5,6404.25,6404.5,535,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:10:00+00:00,6404.75,6404.75,6406.75,6404.5,6406.0,899,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:15:00+00:00,6404.5,6404.5,6404.75,6403.5,6404.75,669,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:20:00+00:00,6403.5,6403.5,6404.5,6401.0,6404.5,1162,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:25:00+00:00,6405.5,6405.5,6405.5,6403.25,6403.5,700,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:30:00+00:00,6406.5,6406.5,6406.75,6405.25,6405.5,642,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:35:00+00:00,6407.0,6407.0,6407.5,6406.25,6406.5,575,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:40:00+00:00,6406.5,6406.5,6407.75,6406.25,6407.0,711,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:45:00+00:00,6407.75,6407.75,6408.0,6406.25,6406.5,365,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:50:00+00:00,6407.5,6407.5,6407.75,6407.25,6407.75,298,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 08:55:00+00:00,6406.25,6406.25,6407.25,6406.0,6407.25,404,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:00:00+00:00,6405.25,6405.25,6406.25,6405.0,6406.25,410,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:05:00+00:00,6406.25,6406.25,6406.75,6405.25,6405.25,386,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:10:00+00:00,6404.25,6404.25,6406.0,6403.75,6406.0,587,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:15:00+00:00,6404.5,6404.5,6405.75,6404.25,6404.25,356,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:20:00+00:00,6405.25,6405.25,6405.5,6403.75,6404.5,408,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:25:00+00:00,6406.5,6406.5,6406.5,6405.25,6405.25,340,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:30:00+00:00,6406.5,6406.5,6406.5,6406.25,6406.25,8,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:40:00+00:00,6407.0,6407.0,6407.5,6406.75,6407.25,840,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:45:00+00:00,6406.0,6406.0,6407.5,6405.75,6407.0,455,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:50:00+00:00,6406.25,6406.25,6406.75,6405.75,6405.75,222,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 09:55:00+00:00,6407.5,6407.5,6407.75,6406.0,6406.25,457,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:00:00+00:00,6406.75,6406.75,6407.75,6406.5,6407.75,332,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:05:00+00:00,6406.5,6406.5,6407.25,6406.0,6407.0,300,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:10:00+00:00,6406.5,6406.5,6406.75,6405.5,6406.5,323,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:15:00+00:00,6406.75,6406.75,6406.75,6406.0,6406.25,192,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:20:00+00:00,6406.5,6406.5,6406.75,6405.75,6406.75,409,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:25:00+00:00,6406.5,6406.5,6407.75,6406.0,6406.5,724,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:30:00+00:00,6408.75,6408.75,6408.75,6406.25,6406.25,471,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:35:00+00:00,6409.0,6409.0,6409.25,6408.25,6409.0,442,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:40:00+00:00,6409.25,6409.25,6409.75,6408.5,6409.0,448,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:45:00+00:00,6409.75,6409.75,6410.0,6408.5,6409.0,388,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:50:00+00:00,6409.75,6409.75,6410.0,6409.5,6409.75,280,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 10:55:00+00:00,6409.25,6409.25,6409.75,6408.25,6409.5,666,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:00:00+00:00,6408.25,6408.25,6409.25,6407.75,6409.25,748,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:05:00+00:00,6408.5,6408.5,6408.75,6407.25,6408.5,449,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:10:00+00:00,6408.75,6408.75,6409.25,6408.0,6408.25,351,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:15:00+00:00,6407.75,6407.75,6409.0,6406.5,6408.75,687,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:20:00+00:00,6407.5,6407.5,6408.25,6407.0,6407.75,370,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:25:00+00:00,6407.75,6407.75,6408.0,6406.5,6407.5,264,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:30:00+00:00,6406.25,6406.25,6407.75,6405.75,6407.75,739,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:35:00+00:00,6406.5,6406.5,6407.5,6406.25,6406.25,411,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:40:00+00:00,6407.0,6407.0,6407.5,6406.25,6406.5,342,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:45:00+00:00,6405.75,6405.75,6407.0,6405.75,6406.75,378,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:50:00+00:00,6405.0,6405.0,6406.0,6404.0,6406.0,783,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 11:55:00+00:00,6405.5,6405.5,6406.25,6405.0,6405.0,557,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:00:00+00:00,6405.75,6405.75,6406.25,6405.0,6405.5,807,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:05:00+00:00,6405.5,6405.5,6405.75,6404.5,6405.5,781,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:10:00+00:00,6405.25,6405.25,6405.75,6404.5,6405.25,530,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:15:00+00:00,6406.75,6406.75,6407.25,6405.0,6405.25,848,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:20:00+00:00,6409.0,6409.0,6409.0,6406.5,6406.75,1351,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:25:00+00:00,6408.0,6408.0,6409.5,6407.75,6409.0,906,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:30:00+00:00,6409.5,6409.5,6409.75,6408.0,6408.0,1480,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:35:00+00:00,6410.0,6410.0,6410.25,6408.5,6409.25,998,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:40:00+00:00,6408.25,6408.25,6410.25,6407.75,6409.75,1730,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:45:00+00:00,6407.25,6407.25,6408.25,6407.0,6408.0,909,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:50:00+00:00,6407.25,6407.25,6408.0,6406.75,6407.25,1102,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 12:55:00+00:00,6407.0,6407.0,6407.75,6406.75,6407.5,929,2025-07-25,LONDON,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:00:00+00:00,6406.5,6406.5,6408.25,6405.25,6407.0,2276,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:05:00+00:00,6405.0,6405.0,6407.0,6402.0,6406.5,6670,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:10:00+00:00,6404.0,6404.0,6407.5,6403.25,6405.0,4310,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:15:00+00:00,6406.0,6406.0,6406.75,6402.75,6403.75,2770,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:20:00+00:00,6406.25,6406.25,6408.25,6405.5,6406.0,1991,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:25:00+00:00,6405.0,6405.0,6407.5,6404.25,6406.5,3798,2025-07-25,OFF,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
2025-07-25 13:30:00+00:00,6407.0,6407.0,6407.25,6402.5,6405.25,22011,2025-07-25,NY,6431.0,6401.0,,,6419.0,6402.75,6410.5,6402.5,2025-07-25 13:30:00+00:00,2025-07-25 14:00:00+00:00
